Time (days),Strength of Memory,Learning Method,Material Complexity,Information Relevance,Presentation Type,Sleep Quality,Stress Level,Memory Retention (%)
2.670311627718915,4.762521623060199,Watching,Low,Low,Visual,Poor,High,61.07565425395407
6.507550878596219,4.793691772036301,Listening,Medium,Medium,Textual,Poor,Low,22.550153089956943
0.5264783787556362,4.957095794277094,Listening,High,Low,Textual,Poor,High,96.17671622794052
0.7372876439685118,4.134468207086511,Doing,High,High,Textual,Average,Low,86.558625204271
1.223257825522983,1.346828761255755,Watching,Low,Medium,Visual,Average,High,42.43662525719159
4.206968555475435,1.453916843596676,Doing,High,Low,Textual,Good,High,10.809010273109664
1.1382586699413826,2.031013586850764,Watching,Medium,Medium,Auditory,Poor,Moderate,59.88953303954934
6.779727032010061,1.9315963910007088,Watching,High,Medium,Auditory,Average,Moderate,0.0
3.182330238083791,4.804374870851041,Watching,Low,Medium,Textual,Average,Moderate,49.51645880192914
3.560473926416148,4.050832922967621,Listening,High,High,Auditory,Poor,High,53.99457192121872
1.8019444490573049,3.758039564726992,Doing,Medium,Medium,Auditory,Average,Moderate,75.13095767295317
3.3496257417996613,1.3368345082615931,Doing,Low,Low,Visual,Good,High,19.009583051983427
4.66720406519538,4.592865017130484,Listening,Low,Medium,Textual,Good,High,39.76788075387477
5.283122244982895,4.225416707777782,Listening,Medium,Medium,Textual,Poor,Moderate,31.16952151590229
5.3016897706984,1.2363882859756568,Doing,Low,High,Auditory,Poor,Moderate,9.928713011398166
4.08744867758921,4.420266493824377,Doing,Low,Low,Textual,Poor,High,49.94838704660626
6.340082447457615,1.7251139136671207,Watching,High,Medium,Textual,Good,Low,0.3995927131576868
5.740114146412155,0.8639138562444773,Doing,Low,High,Auditory,Average,Low,17.107816785466653
5.323631991420515,3.455700379313945,Listening,High,High,Auditory,Good,High,23.028290257377105
0.4836780995951784,3.442120967229488,Doing,Medium,Medium,Textual,Poor,Moderate,99.89937560267713
0.1474579393155802,0.9271940430452814,Watching,Medium,Medium,Visual,Average,Moderate,95.1634129589623
1.5658862126487636,1.9348331402146208,Doing,Medium,Medium,Auditory,Good,Moderate,55.972402431180925
4.67831279800282,4.967665080149923,Listening,Medium,High,Textual,Poor,High,35.94193058462815
2.9372626732895664,3.552920001539316,Listening,Low,Medium,Auditory,Poor,Moderate,56.34599907884375
2.8766031891652517,3.7853382497149815,Listening,Low,High,Textual,Average,Low,56.25073247431517
6.203649528784335,1.4581277852193757,Doing,High,Low,Textual,Good,Low,0.0
6.279383652109687,0.8545193195176144,Watching,High,Medium,Visual,Average,Moderate,1.5549897154399317
6.373309321969741,1.7460576038342197,Listening,High,Low,Auditory,Average,High,5.056007890451692
2.265758727953689,1.620042733369364,Doing,Low,Low,Visual,Good,Low,32.37447312210744
4.868285107900906,1.555448453366239,Listening,High,Low,Auditory,Good,Moderate,0.0
1.9742689507931508,1.367394448491678,Listening,Low,High,Visual,Good,Moderate,20.18721751658776
1.4152078482137036,3.08640060794932,Watching,Medium,High,Auditory,Average,Low,55.97559885453408
1.3739639556968477,1.9764656412881976,Doing,Low,High,Visual,Average,High,61.17490012569586
2.460542583958799,4.191552567713887,Listening,Medium,High,Visual,Good,High,68.96571813373325
3.0667075764807703,1.327763380313228,Doing,High,Low,Auditory,Good,Low,25.72745047560868
5.833549280279971,2.5908218189084504,Listening,Low,High,Visual,Average,High,11.37499901365478
0.9272485449617136,0.5614602639173599,Watching,High,Low,Visual,Good,Moderate,22.53589473296828
5.17098834702477,2.6675704510483644,Listening,High,Low,Auditory,Poor,High,26.242105931501357
3.767038907906207,0.7512719939441348,Doing,Medium,High,Auditory,Good,Low,8.499854816192194
2.0868228644643483,4.899755803426896,Doing,High,Low,Textual,Poor,Low,67.07153252742357
3.50045513327649,4.0576645789268575,Doing,Low,High,Auditory,Poor,Low,48.34948221683322
2.1696002814614563,2.705501644864049,Doing,High,Low,Textual,Average,Moderate,52.22437439307359
4.212965491144312,0.8896431118070762,Doing,Medium,Medium,Visual,Average,Moderate,6.309553864850537
3.0935230677011853,3.1660044835568644,Doing,Medium,High,Auditory,Average,Moderate,46.50635378119132
1.2343981506442634,3.914436878158449,Watching,High,Low,Textual,Good,Low,72.67819548516576
0.9044232144343074,1.358227638521354,Listening,Medium,High,Auditory,Average,High,51.168601079329264
3.8722002062976975,3.056937533543709,Doing,High,Low,Textual,Good,Moderate,39.20394605699925
6.326649929674113,4.163949042722906,Doing,Medium,High,Textual,Average,Low,31.54715893297137
2.4733080372480307,3.957114999408424,Listening,High,Medium,Auditory,Poor,Low,50.84903166168861
5.1577007398361,4.1134640804021885,Listening,High,Medium,Visual,Average,Moderate,33.215391545683
4.644763349084392,4.456955411913739,Listening,Low,High,Visual,Poor,High,43.08242062612476
6.527728908735419,4.719569459717616,Doing,Low,High,Textual,Good,Moderate,21.134512984673208
5.764769019364072,2.324845198415912,Listening,High,Low,Textual,Average,High,17.153962811445197
4.009576286447695,3.0594609613529475,Listening,Low,Low,Visual,Average,Low,25.856184415808425
4.633510437815341,4.057967867205249,Watching,Low,High,Auditory,Poor,Low,35.798596782401106
6.29886661942984,3.637129162756025,Listening,Medium,Medium,Auditory,Average,Low,14.546510347440906
2.8566796136498502,4.979841027189704,Doing,Low,Medium,Visual,Good,High,57.831436308122704
2.354883470418664,0.5615494299708986,Listening,Medium,High,Visual,Poor,Moderate,3.542182981269009
0.1745964770828547,2.098099468921058,Doing,Low,Low,Visual,Good,Moderate,100.0
5.803202411921103,1.7646256682159112,Watching,Low,High,Textual,Good,High,6.496350771923347
5.626766832783217,1.6804213257449057,Watching,High,High,Visual,Poor,Moderate,14.761228685630364
0.8207361748910446,1.501384021244986,Doing,Low,Medium,Visual,Good,High,67.29542897151786
4.080315929815632,3.6910572836685303,Listening,High,Medium,Visual,Average,Moderate,24.07104798908938
3.301473717351523,0.8814176297389483,Doing,High,Low,Visual,Good,Moderate,6.779449551185016
0.9190927590128692,3.837239752745023,Doing,High,Low,Auditory,Average,High,93.64270902746254
6.865920766718992,3.6204162890732303,Listening,High,High,Auditory,Poor,Moderate,15.163208695011264
1.5814016234971526,1.6286185962540338,Listening,Low,High,Visual,Average,Low,25.19497290405072
0.5639158426248719,1.6377520242432255,Listening,High,High,Textual,Good,Low,81.02724165962925
4.204446918563176,3.32987263405026,Watching,Low,High,Textual,Average,High,31.773538911668723
5.198180072217926,3.9297699746765504,Doing,Low,Medium,Auditory,Good,Moderate,32.224364018381635
0.32385977772559,4.444185258893144,Watching,Medium,Low,Textual,Average,High,90.7299220707786
4.645151707216453,4.334628037345141,Doing,Medium,Low,Textual,Poor,High,46.39174699533819
3.772813944065036,4.841973473737339,Watching,Medium,Low,Auditory,Poor,Moderate,54.76776836378611
0.8125285612378341,3.1162320290143004,Watching,High,Low,Visual,Average,Low,85.18407863069494
1.2904147509298984,4.588950026031618,Listening,Low,Medium,Visual,Poor,Low,75.5439538755756
4.019022651480956,4.138309729671849,Listening,Low,High,Auditory,Average,Moderate,32.46087509696906
2.14486753324169,4.526004309413061,Listening,High,Low,Visual,Good,Low,63.077207883360806
6.574378527694081,0.5523197057841498,Doing,Medium,Low,Visual,Average,High,14.326402012687824
5.749307583439951,4.84656346339615,Listening,Medium,High,Auditory,Good,High,28.8262169983718
6.886613724944275,2.630885732809152,Listening,Low,Medium,Auditory,Average,High,16.803103810576097
1.8917287887578569,4.091823453086793,Watching,Low,Medium,Auditory,Good,Low,62.95896684879793
6.791093066306042,1.072418537020014,Watching,Low,Low,Textual,Poor,Moderate,10.68397868312792
3.075513701561749,2.2817349311628834,Listening,Medium,Low,Auditory,Average,Moderate,27.57921136326914
2.497879687664907,1.721572983594459,Doing,Low,Low,Auditory,Poor,High,30.003691988009965
0.4474117360885373,1.8124644672542165,Watching,Medium,Medium,Auditory,Poor,High,82.40794570544588
0.4640802792312581,1.0546502897789678,Watching,Medium,Low,Auditory,Good,High,67.52430403442135
4.874877666031917,4.125937246443531,Doing,Medium,High,Visual,Poor,Low,41.49426773325752
3.259710061594793,0.5415904156148517,Doing,High,Medium,Auditory,Good,Moderate,9.095506478481616
1.6629992196491294,1.9062745564334111,Watching,High,Medium,Auditory,Poor,Moderate,43.57470972681701
4.336395113644105,1.2848474444738676,Doing,Low,High,Textual,Poor,Low,9.032949718770464
1.8447210159257672,3.150675232737532,Listening,Medium,High,Textual,Average,Moderate,61.66943886805433
4.085659104976516,1.6441358117654472,Doing,Low,Medium,Visual,Average,High,12.607002042893312
2.578540354180564,1.6654930453764485,Watching,Medium,Low,Auditory,Good,Moderate,29.16155345238764
5.782510363621551,2.697521647978934,Doing,Low,Medium,Auditory,Poor,Moderate,16.476717178215253
5.7628035092907774,3.4371006770341657,Listening,Low,Low,Auditory,Poor,Low,19.36914404372264
3.3937177470445694,1.0458711705432364,Listening,High,High,Textual,Average,Moderate,8.111670303515286
2.520651854411608,1.2898015360947328,Listening,High,Low,Visual,Good,High,13.722184156069588
2.6016625962577526,1.612286350675329,Doing,High,High,Textual,Average,Low,11.0349952308419
5.659430227110703,4.881866963530823,Listening,High,Low,Auditory,Poor,Low,25.647849102836773
2.364438431303523,2.287186249743141,Watching,Medium,Low,Textual,Good,Low,31.276152057623904
1.5425096785772376,3.19545540783962,Listening,Low,High,Auditory,Poor,High,63.04982007021053
0.6843495589396171,1.5869426572219003,Listening,Low,Low,Auditory,Average,Moderate,71.44538182135264
3.3201825341024183,2.7070678632086955,Doing,Medium,Medium,Auditory,Good,Low,34.07901119379804
3.426711482546909,0.8335362847368113,Listening,Medium,Low,Visual,Average,High,5.006769392953662
5.90227010178006,0.6563396566504712,Doing,Low,Medium,Textual,Poor,High,10.118090657703636
1.6265470054778417,2.609300870696571,Listening,High,High,Auditory,Poor,High,47.37713061819866
2.7288397883119595,2.2939667938328543,Doing,High,Low,Auditory,Average,Moderate,41.71541571732749
5.677999598366467,1.1159614386132246,Listening,High,Low,Visual,Poor,High,1.99264168200244
5.783002914167917,3.5942064301433017,Doing,Medium,Medium,Visual,Average,Moderate,24.28520243638405
2.753816424253501,4.96806570904669,Watching,Low,Medium,Auditory,Average,Low,57.35512433935614
3.2679557606780985,2.280410695385206,Listening,Medium,High,Auditory,Good,Low,24.201207594103984
2.1926726468600526,3.310513861628275,Listening,Low,Medium,Auditory,Poor,Moderate,45.660599327813145
6.534628661093254,4.833391740640185,Doing,High,Medium,Auditory,Poor,High,38.22724592711937
0.9186419836169042,4.241907376010939,Watching,High,Medium,Visual,Average,Low,91.85550009609182
6.542871018710143,2.585985004862086,Listening,High,Low,Textual,Good,Moderate,9.551957638981085
4.8186785176638685,3.818702680069637,Watching,Low,Low,Visual,Average,High,35.01535683738786
3.767847853538445,1.0766076811273582,Doing,High,Low,Visual,Poor,Low,25.27056396644272
0.3253475194130215,2.8044673495870964,Listening,Low,Low,Textual,Good,Moderate,86.15462510843031
3.3816137235718573,1.7557712473097145,Listening,Medium,Low,Auditory,Good,High,15.832541035627608
2.913461924518853,1.225236595532725,Listening,High,Medium,Auditory,Average,High,3.559138743211701
1.212409802628346,2.418264078145407,Doing,Medium,Medium,Textual,Average,High,77.3744967140385
4.629226264154533,1.089565494951265,Doing,Medium,Low,Visual,Good,Moderate,9.15983851516788
6.800941260841172,3.645432986785185,Watching,Low,Low,Auditory,Poor,Moderate,18.48976239016501
3.979102796345224,2.5530801982400098,Doing,Medium,High,Textual,Poor,High,28.742314637651887
5.0317976074632265,2.8901508465409878,Listening,Low,High,Textual,Good,High,25.21572271225471
0.5723081227055158,1.1586917240067065,Listening,Low,Medium,Textual,Average,High,64.28400911182536
2.981902271137264,1.128972474920725,Watching,Medium,High,Auditory,Average,High,16.521789250945936
0.9028735476350216,3.1253694586705585,Listening,Low,Medium,Textual,Poor,High,88.850203098474
4.328291265201922,4.932543865232509,Watching,Low,High,Visual,Poor,High,48.35410904299869
6.575526891677667,0.9331276245697652,Watching,Low,Low,Visual,Good,Low,7.707060184012301
4.666266354054305,1.7857914285460157,Watching,Medium,Low,Textual,Poor,High,8.699775342413353
0.6299410333695086,4.412566024420494,Doing,Low,Medium,Textual,Poor,Moderate,81.92672779066096
2.547196814397072,0.8252240551485662,Doing,High,Medium,Textual,Average,Moderate,11.583176433874412
3.899577318141876,4.441485746151281,Listening,Medium,Medium,Visual,Average,Moderate,44.73948103054528
2.8821335173194407,2.8592869251863804,Listening,Medium,Medium,Auditory,Poor,Moderate,41.438092834220015
5.8521436722786895,2.337200482668917,Doing,Low,High,Visual,Average,Low,8.32486086148693
5.721229932498925,1.8935625395815516,Doing,Medium,Low,Textual,Average,Low,15.51441921967331
4.321634038712228,1.8370272115752888,Listening,High,High,Auditory,Average,Moderate,11.455665443426517
2.6768598214156665,1.8761116210226545,Doing,Medium,Low,Auditory,Poor,Moderate,32.27627903453472
1.8618209789663849,4.481613864320881,Doing,Medium,Low,Textual,Average,Moderate,78.09909066160215
0.8305327956705922,3.757078535786535,Watching,Medium,High,Textual,Poor,Moderate,86.52468532191317
2.548794016057223,3.5137535352401774,Listening,Low,Medium,Visual,Poor,Moderate,47.74928436140665
2.950890368733265,4.094371170284004,Doing,High,High,Visual,Good,Low,60.8151353970249
4.763178183218108,1.6570159835186524,Listening,High,High,Visual,Good,Low,15.109941243447302
4.641302787653257,3.2811926543679006,Listening,High,High,Textual,Good,Low,34.24850018339182
0.583746163524673,2.570298075310779,Watching,Medium,Low,Auditory,Poor,High,81.27051066648404
2.827289276474989,4.02098735840087,Watching,High,Medium,Visual,Good,Moderate,56.55084189156327
1.3542741837997974,1.8916524971297848,Listening,Low,Low,Textual,Average,Moderate,49.807964906904886
1.1820076666859594,3.3943037759145307,Listening,Medium,High,Auditory,Good,High,62.87266750202663
5.808384833186997,4.469955853177911,Listening,Low,High,Textual,Poor,Moderate,21.363153209764366
0.3892149953421769,2.309677142877179,Watching,Medium,Low,Textual,Average,High,90.37595115112126
2.992361843724637,0.7997993931535765,Doing,Low,Low,Textual,Average,High,1.9849873602277963
1.2606052247889756,2.8222287005380675,Listening,Medium,Medium,Visual,Average,High,64.42479763479353
6.167378488181471,2.056876195131617,Watching,Low,High,Textual,Good,High,2.5152818595672475
3.943579541597743,3.5250142124622874,Doing,High,Low,Textual,Good,Moderate,41.28918533911392
1.6965263910002517,4.779648161368727,Listening,Medium,Low,Textual,Good,High,71.97101092369758
3.5667482814479974,2.685237430985812,Doing,Medium,Low,Visual,Good,Moderate,23.702152107339
5.147255881951499,2.5978560356999023,Watching,Low,Low,Textual,Average,High,17.413713232938655
6.711014261544093,3.4456316008615717,Listening,Low,High,Textual,Poor,Low,13.012625462573991
1.621077429293391,0.9657387661710546,Watching,Low,Medium,Visual,Good,Moderate,9.049705378883283
6.214654227692481,1.6407778501625658,Doing,Medium,Low,Textual,Poor,High,8.960526883467292
6.546698387755683,4.635406964751794,Listening,Low,Low,Auditory,Average,High,27.25600534569829
6.423301757271257,3.514741760136948,Doing,High,Medium,Textual,Poor,High,20.552597214251414
4.484359062347178,0.5604981979253731,Watching,Low,High,Textual,Poor,Low,0.0
4.445762515599483,1.4208146265155894,Listening,Low,Low,Visual,Good,Moderate,6.145378630807905
2.8821533689683774,3.572767697130046,Doing,Low,Medium,Visual,Good,Low,51.23661730823416
5.291545387896137,3.939796411531584,Doing,High,Medium,Visual,Average,Low,33.76772772878748
3.765928726621431,4.2793680770331886,Listening,Low,High,Visual,Good,Low,35.84516427859202
4.774322691475232,1.814795615219202,Doing,Low,Medium,Auditory,Poor,Moderate,13.610825942176929
3.056359536556689,4.689628683249032,Watching,Medium,High,Textual,Poor,Low,63.534873611307525
5.147325601897659,2.988261021100516,Watching,Medium,Medium,Textual,Poor,Moderate,20.753706052802563
5.788853471471389,3.634425600745518,Watching,Low,Low,Auditory,Poor,Moderate,23.68149691621167
1.1104101705594314,3.185324882509586,Watching,Medium,High,Visual,Good,High,69.35403904561544
5.847215037462173,1.0523302460357922,Doing,Low,Medium,Textual,Average,Low,7.412812603601061
3.82804606935312,4.834015967231959,Listening,Low,Low,Auditory,Good,Low,45.156010875369226
5.928194772722548,1.052940109523687,Doing,High,Medium,Textual,Poor,Low,13.729798531590175
3.075981773753001,1.6469688038503263,Doing,Low,Low,Auditory,Average,Moderate,30.44267601980025
2.715379349142942,4.161325461003411,Listening,Medium,High,Auditory,Average,Moderate,50.801044695615936
6.413919054368835,3.2836863267549563,Listening,Medium,Low,Textual,Poor,Moderate,15.063896323518648
1.8330679460839687,4.271671244193606,Doing,Medium,Medium,Visual,Poor,Low,70.4328853874968
5.925065044474387,2.820812847683202,Watching,Medium,Low,Visual,Good,Moderate,18.051567303411403
3.4397419503148887,2.1964695591498566,Listening,Low,Low,Auditory,Average,Moderate,24.230164975410258
3.647258553603692,4.648304747965033,Doing,High,High,Visual,Average,Moderate,54.17850112880968
2.22843114227744,0.6631354288165768,Watching,High,Low,Textual,Good,High,10.520205797437232
4.053991184271208,4.352585991588707,Watching,Low,Low,Auditory,Poor,Moderate,43.99080714010976
2.343957254305858,1.5386800333450172,Doing,Medium,Medium,Textual,Average,Low,26.94229115520778
0.370958958267401,4.319313474892855,Listening,High,Medium,Textual,Good,Moderate,92.81114911818072
1.9767903768760569,1.1263847603759851,Watching,High,High,Visual,Average,High,18.408352503048317
0.1440153995054757,3.110985336607432,Watching,Low,High,Textual,Good,Moderate,92.53689095188774
6.850648030692311,4.496485635551624,Watching,Medium,High,Auditory,Average,Moderate,22.66700270906493
6.763655747756258,2.6309284110450077,Watching,High,Medium,Auditory,Poor,High,15.34268291490502
2.826571552558905,3.859550032115268,Watching,Low,Low,Textual,Poor,Low,55.55197017174919
5.125758894943557,4.121022280350013,Doing,High,High,Textual,Average,High,42.394693355144426
2.4860620790319325,3.8142239392255055,Listening,High,Medium,Auditory,Average,Moderate,57.007083594217605
4.730542783893235,4.663983815935692,Listening,Medium,Medium,Visual,Average,Moderate,38.306593946033566
5.657467297017256,2.510754037339679,Watching,Medium,High,Visual,Good,Moderate,9.498446465709971
6.632618088376461,1.2790644762432009,Watching,High,Medium,Visual,Poor,Moderate,5.378487732575167
2.861464703362737,0.715149786661159,Watching,Medium,Low,Textual,Good,Low,0.0
5.504756082396729,1.6090694133687728,Doing,High,Medium,Textual,Poor,Moderate,8.908300722519279
1.93490630936162,1.1443887674610895,Doing,High,Medium,Auditory,Poor,Moderate,32.961401061514714
6.933292896176174,3.010769336455162,Listening,High,Low,Auditory,Good,High,14.037060334007672
0.2778102314740229,1.332254017452794,Watching,Low,High,Auditory,Poor,Low,86.37783488301356
4.264348764857735,0.6752016828021703,Doing,Medium,Medium,Auditory,Poor,High,4.865481167572332
4.6505912733941575,0.6619542299090053,Listening,Medium,Low,Visual,Average,Moderate,9.339725947451978
4.847514343811489,4.2420627426418775,Listening,High,High,Textual,Good,Moderate,30.694384773519992
0.9306742936447142,3.161524691493612,Listening,Medium,Low,Textual,Good,Moderate,81.85868998350121
6.5758555059646,2.1113838585202016,Listening,High,Medium,Visual,Poor,Low,5.360397959625164
1.3501646254455717,4.524026192331111,Watching,Medium,Low,Auditory,Good,Moderate,69.3880662097457
4.396998482354904,0.8158847513347112,Doing,Medium,High,Auditory,Poor,High,15.546849691786615
1.6364649459492864,4.911449327275217,Watching,High,High,Textual,Poor,High,73.64902724291494
2.219793277446769,3.2733130561450747,Doing,Medium,High,Auditory,Good,Low,58.22433426730702
3.870563937924058,1.325589142859818,Listening,High,Low,Textual,Poor,Moderate,14.232235094001428
2.978634588095578,3.5558109453963587,Listening,Low,Low,Visual,Average,Moderate,47.92669867361119
1.2055566467378935,3.935215669026032,Watching,High,High,Textual,Good,Moderate,73.36532614830469
1.2794611767038533,2.432042525168485,Listening,Medium,High,Visual,Good,Low,59.419457270802944
2.985199038323318,4.377346728104963,Doing,Low,High,Auditory,Poor,Low,64.93178294821071
5.325252550100955,1.1782958328341164,Listening,Low,Medium,Textual,Good,Moderate,0.0
6.295956063249741,1.7547691260992375,Watching,High,Medium,Auditory,Good,High,16.482884845729227
0.6804808695897416,0.920715627127954,Doing,Low,Medium,Auditory,Average,Low,52.0385949792376
2.812416962159868,1.448950282733085,Listening,High,High,Auditory,Average,Low,10.998539938063772
0.7916943896878488,1.5742796536001529,Watching,Medium,Medium,Textual,Good,High,67.91241003467397
0.2144881163649254,4.629349359147696,Doing,High,High,Auditory,Poor,High,100.0
4.6658589102433,0.8514935993802029,Doing,Low,Low,Textual,Average,Moderate,0.5341251170622368
4.256901149569456,2.4233680408446925,Watching,High,High,Auditory,Average,Moderate,18.728864395791344
1.224831885322715,2.8957940925211085,Listening,High,High,Visual,Average,Moderate,60.98388440215158
1.7133085483421426,4.544118742109724,Watching,Medium,Medium,Textual,Poor,Moderate,74.58064626263132
0.2635835001471768,4.9896329839754605,Watching,High,Low,Visual,Good,Low,100.0
5.8611357192913855,3.890246517139261,Watching,Medium,Low,Visual,Good,High,26.854315341366416
6.825365112735005,4.868559457560632,Watching,Low,Low,Textual,Average,Moderate,22.81388378110769
1.0346708038833667,4.041955096411432,Listening,Low,Medium,Textual,Good,High,82.8652361330356
1.6971789749805573,4.834411884371375,Listening,High,Medium,Textual,Average,Moderate,71.14222631128267
6.092025715233845,3.682718266750048,Doing,High,Medium,Auditory,Average,High,25.255194891079256
6.492600205897675,0.8589354145298198,Watching,Low,Medium,Auditory,Poor,Moderate,4.125671710727783
2.9954289413669914,2.308640841467044,Doing,Low,Medium,Visual,Poor,High,36.845206331931685
0.4492950586566114,3.4096877771111167,Doing,Low,High,Textual,Average,Moderate,96.29936998386938
0.3718036524804539,2.0782332925441294,Doing,High,Low,Visual,Poor,Low,78.09765393352002
4.0602540758761725,1.7302276315120038,Doing,Low,Medium,Auditory,Poor,Moderate,16.19816120282904
2.8109762513629355,3.098296702098909,Watching,High,Low,Visual,Poor,High,41.67457659927568
0.2977017502858161,4.700758445160957,Listening,Low,Medium,Visual,Good,Moderate,100.0
4.124441506956641,0.657418430822691,Doing,Low,High,Textual,Good,Low,0.0
0.177987502464255,3.9615404159364696,Doing,High,Low,Textual,Poor,Low,100.0
5.532866511229983,3.752272751200822,Watching,Medium,Medium,Visual,Good,Moderate,25.03149458637345
2.214386476653264,4.837790414247292,Doing,High,High,Auditory,Average,High,74.74770655581892
0.3777802207637015,4.688200500496446,Listening,Medium,High,Visual,Average,High,85.11237499047223
4.159630324783758,3.930046529198868,Doing,High,Low,Auditory,Poor,High,35.026850607173444
2.8440224595880776,2.841839441071694,Listening,Medium,Medium,Visual,Poor,High,28.38476159377874
6.819222852164332,1.4192039895508397,Doing,Medium,High,Visual,Good,Low,10.550487436228648
3.8549707712755454,2.9535607324650845,Watching,Medium,High,Textual,Poor,Low,31.886634540809712
1.9991503491553573,3.944083972638442,Listening,High,High,Visual,Poor,Moderate,60.51763682023467
4.9951281659744255,4.530511456870519,Listening,High,Low,Auditory,Average,High,32.73998402834117
1.9732948175447085,4.053704041447471,Listening,High,Low,Visual,Average,Moderate,56.41056625355216
6.3392787107122,1.378701208359743,Listening,Medium,Medium,Visual,Good,Low,0.0
2.6855815965008976,3.1985884140262675,Doing,Medium,Medium,Auditory,Good,Moderate,45.45995422038845
3.894093083155816,1.9947805678911064,Watching,High,Low,Visual,Good,Moderate,17.446796894898938
0.4489544163871791,0.5414255032578934,Listening,High,Low,Visual,Poor,High,41.647733504145656
3.0402365418703927,1.4009942110489972,Watching,Low,Low,Visual,Poor,Low,17.5789927848393
5.843308423660865,1.0094929247005218,Doing,Low,High,Visual,Poor,Low,10.6144500669762
5.65897675700706,4.292236055927608,Watching,Low,Low,Auditory,Poor,Moderate,25.3108272643489
1.6477980560893313,1.663278134665154,Doing,Low,Medium,Auditory,Average,Low,48.57587204044786
1.6599455899728828,1.7811408599939995,Doing,Low,High,Auditory,Good,High,49.76956182003013
5.739406654271334,4.819714573094979,Doing,High,Low,Auditory,Good,Moderate,42.64741768601709
6.5197490991683456,2.2058902537198346,Watching,Medium,Medium,Visual,Average,Low,14.153626517775807
0.7579903567837245,0.5431353806497755,Doing,Medium,Low,Auditory,Average,High,34.13530430269711
3.2054046120409545,1.7773076675576145,Doing,High,Medium,Visual,Poor,Low,20.07166906596929
2.42843452485318,1.036848112708156,Listening,High,High,Textual,Good,High,17.47480321853316
6.107750342656331,0.9626385278113428,Doing,High,High,Visual,Good,Moderate,7.294143997424562
0.6763219112921295,0.8486928056108728,Watching,Low,Medium,Visual,Average,High,53.95491684271157
1.5567690036504582,3.169667615789198,Doing,Low,Medium,Auditory,Good,Low,70.64882781320276
5.2920315293468105,1.352064756334364,Watching,Low,High,Auditory,Average,Moderate,3.196131392254425
0.4539275579703875,2.125592573184547,Watching,High,High,Auditory,Good,Low,89.85054305036934
3.498494126928596,4.379079722585075,Watching,High,Medium,Textual,Average,Moderate,44.56998678794596
3.150538539290068,2.4095216290832404,Listening,Medium,Medium,Visual,Poor,Low,28.032564708418853
2.407368135022366,4.620611075232369,Doing,High,Low,Textual,Good,Moderate,78.4392108071227
2.8225489757005744,2.7407212402802283,Listening,Low,Low,Visual,Poor,Moderate,43.53700485994414
3.756590049818608,2.2947647667789006,Watching,Medium,High,Visual,Average,High,27.08146869013629
1.2134347728798436,3.876750171908157,Listening,High,High,Textual,Good,Moderate,87.14371606096118
4.04677156015679,0.8292879444560095,Watching,Medium,Low,Textual,Good,Moderate,0.0005257898292945
5.657483072169906,0.9026527234208784,Listening,Medium,Low,Visual,Poor,High,11.23354795339318
5.345110415552098,3.433881712653323,Listening,High,High,Textual,Poor,Moderate,20.42185997046291
1.1619093423870386,2.691233209576617,Watching,Low,High,Auditory,Average,Low,77.13760330850563
1.1298213412161702,4.0568686264364455,Listening,Low,Medium,Visual,Poor,High,83.91024449462783
1.950403137439902,4.623218768045891,Listening,Medium,Medium,Auditory,Good,High,70.29830819101518
2.591415611753157,2.247650949521964,Doing,High,High,Textual,Good,Moderate,45.79358551231077
2.9183435117185303,3.183845119630908,Doing,High,Low,Auditory,Good,High,43.00928589650282
4.789910796150083,2.7531348250788943,Watching,Low,Medium,Textual,Good,Low,28.143245683424745
0.4910949819442642,4.917247950390948,Listening,High,High,Auditory,Poor,Moderate,86.9734259753975
0.339241659159858,4.239879833104679,Listening,High,Low,Textual,Poor,Moderate,100.0
2.8041828843129726,4.602819687248091,Doing,Medium,Low,Visual,Average,Moderate,59.80705714069059
4.910429475752065,1.6445303940992189,Watching,High,High,Visual,Poor,Low,15.851261644468863
1.4347038663997298,3.9763689042316734,Watching,High,Medium,Visual,Average,Low,84.93668486151822
4.526380920668137,1.6946295124894202,Doing,High,Medium,Visual,Poor,Low,18.17591150616554
1.8928141517880663,1.4393414004277545,Doing,Low,High,Textual,Poor,High,37.42134379102272
6.213994150813263,4.749197718449979,Doing,Low,Low,Auditory,Good,High,35.45630302792868
6.280260615439654,0.5868698752303999,Listening,Medium,Medium,Visual,Poor,Moderate,1.5045621096777175
2.151281709541153,4.844249166485433,Watching,Low,High,Textual,Average,Moderate,68.96208990341854
1.6869569023463598,1.1716785364496278,Doing,Low,Medium,Textual,Good,Moderate,40.86478286179025
2.937997407256996,4.187471368069707,Listening,Low,High,Visual,Poor,High,60.04820697831771
1.7596679377430264,1.7416514888064638,Watching,Low,Medium,Visual,Good,Low,41.17231313198451
4.739448518712755,2.078160473438273,Listening,Medium,Medium,Textual,Good,Low,11.524281560947465
5.79984632338317,1.4754097009489322,Listening,High,Medium,Auditory,Good,Moderate,23.041841311722848
4.744335703287398,3.1348131911648585,Listening,High,High,Textual,Average,Low,24.37601517408397
5.788018086020512,2.066429963785433,Doing,High,High,Visual,Average,High,22.33983828155373
2.839245919231572,3.458268677725985,Doing,Medium,Low,Visual,Poor,Low,50.11625819287418
1.17858709789114,0.5704129307392969,Watching,Low,Medium,Visual,Good,Moderate,21.53460648045925
